returned,Order ID,region,Customer ID,Product ID
,ORD-9813,,CUS-BT-CON-9813,TEC-CO-9813
,ORD-9814,,CUS-IM-CON-9814,TEC-PH-9814
,ORD-9815,,CUS-JK-COR-9815,TEC-MA-9815
,ORD-9816,,CUS-ND-COR-9816,OFF-AP-9816
,ORD-9817,,CUS-CS-COR-9817,OFF-BI-9817
,ORD-9818,,CUS-PO-HOM-9818,TEC-CO-9818
,ORD-9819,,CUS-RW-CON-9819,TEC-PH-9819
,ORD-9820,,CUS-CC-CON-9820,FUR-BO-9820
,ORD-9821,,CUS-CM-CON-9821,FUR-CH-9821
,ORD-9822,,CUS-NL-HOM-9822,OFF-EN-9822
,ORD-9823,,CUS-CM-CON-9823,OFF-ST-9823
,ORD-9824,,CUS-MG-HOM-9824,OFF-SU-9824
,ORD-9825,,CUS-CS-COR-9825,OFF-AP-9825
,ORD-9826,,CUS-CM-CON-9826,FUR-TA-9826
,ORD-9827,,CUS-SV-CON-9827,OFF-AR-9827
,ORD-9828,,CUS-TB-CON-9828,OFF-AP-9828
,ORD-9829,,CUS-NM-HOM-9829,TEC-PH-9829
,ORD-9830,,CUS-CM-CON-9830,TEC-PH-9830
,ORD-9831,,CUS-KW-CON-9831,FUR-BO-9831
,ORD-9832,,CUS-TB-CON-9832,OFF-ST-9832
,ORD-9833,,CUS-GH-CON-9833,TEC-CO-9833
,ORD-9834,,CUS-RH-HOM-9834,TEC-CO-9834
,ORD-9835,,CUS-CP-COR-9835,TEC-MA-9835
,ORD-9836,,CUS-GA-CON-9836,FUR-TA-9836
,ORD-9837,,CUS-RE-CON-9837,FUR-BO-9837
,ORD-9838,,CUS-NS-COR-9838,OFF-AP-9838
,ORD-9839,,CUS-FO-CON-9839,OFF-AR-9839
,ORD-9840,,CUS-MH-COR-9840,FUR-BO-9840
,ORD-9841,,CUS-SH-COR-9841,OFF-PA-9841
,ORD-9842,,CUS-AG-COR-9842,FUR-CH-9842
,ORD-9843,,CUS-AH-COR-9843,TEC-PH-9843
,ORD-9844,,CUS-JF-CON-9844,OFF-EN-9844
,ORD-9845,,CUS-ND-CON-9845,TEC-PH-9845
,ORD-9846,,CUS-RS-HOM-9846,OFF-ST-9846
,ORD-9847,,CUS-CM-CON-9847,FUR-BO-9847
,ORD-9848,,CUS-MP-HOM-9848,TEC-AC-9848
,ORD-9849,,CUS-CM-CON-9849,OFF-ST-9849
,ORD-9850,,CUS-PW-CON-9850,FUR-BO-9850
,ORD-9851,,CUS-AB-HOM-9851,TEC-PH-9851
,ORD-9852,,CUS-AF-CON-9852,OFF-SU-9852
,ORD-9853,,CUS-LB-CON-9853,FUR-FU-9853
,ORD-9854,,CUS-CM-CON-9854,OFF-ST-9854
,ORD-9855,,CUS-BT-CON-9855,FUR-FU-9855
,ORD-9856,,CUS-ME-COR-9856,OFF-SU-9856
,ORD-9857,,CUS-ML-CON-9857,FUR-CH-9857
,ORD-9858,,CUS-CM-CON-9858,OFF-PA-9858
,ORD-9859,,CUS-CM-CON-9859,OFF-ST-9859
,ORD-9860,,CUS-Dl-COR-9860,OFF-AP-9860
,ORD-9861,,CUS-LH-CON-9861,FUR-CH-9861
,ORD-9862,,CUS-EM-CON-9862,FUR-BO-9862
,ORD-9863,,CUS-FM-COR-9863,OFF-ST-9863
,ORD-9864,,CUS-MH-CON-9864,OFF-ST-9864
,ORD-9865,,CUS-PG-CON-9865,OFF-ST-9865
,ORD-9866,,CUS-KS-COR-9866,OFF-ST-9866
,ORD-9867,,CUS-CK-CON-9867,TEC-PH-9867
,ORD-9868,,CUS-CK-CON-9868,TEC-MA-9868
,ORD-9869,,CUS-CK-CON-9869,OFF-BI-9869
,ORD-9870,,CUS-RS-COR-9870,FUR-BO-9870
,ORD-9871,,CUS-AG-CON-9871,OFF-ST-9871
,ORD-9872,,CUS-JE-COR-9872,OFF-BI-9872
,ORD-9873,,CUS-RK-CON-9873,TEC-CO-9873
,ORD-9874,,CUS-CS-CON-9874,OFF-ST-9874
,ORD-9875,,CUS-CK-CON-9875,FUR-FU-9875
,ORD-9876,,CUS-EM-CON-9876,OFF-BI-9876
,ORD-9877,,CUS-GM-CON-9877,OFF-ST-9877
,ORD-9878,,CUS-MG-HOM-9878,FUR-CH-9878
,ORD-9879,,CUS-VB-COR-9879,FUR-FU-9879
,ORD-9880,,CUS-LS-CON-9880,TEC-PH-9880
,ORD-9881,,CUS-ML-COR-9881,FUR-BO-9881
,ORD-9882,,CUS-CK-CON-9882,TEC-PH-9882
,ORD-9883,,CUS-ML-HOM-9883,TEC-CO-9883
,ORD-9884,,CUS-TS-COR-9884,TEC-CO-9884
,ORD-9885,,CUS-DM-COR-9885,OFF-ST-9885
,ORD-9886,,CUS-NC-CON-9886,OFF-ST-9886
,ORD-9887,,CUS-TT-CON-9887,TEC-PH-9887
,ORD-9888,,CUS-TT-COR-9888,TEC-AC-9888
,ORD-9889,,CUS-BD-CON-9889,TEC-PH-9889
,ORD-9890,,CUS-DO-CON-9890,TEC-CO-9890
,ORD-9891,,CUS-NM-HOM-9891,OFF-SU-9891
,ORD-9892,,CUS-PT-CON-9892,FUR-FU-9892
,ORD-9893,,CUS-TH-COR-9893,OFF-SU-9893
,ORD-9894,,CUS-PB-CON-9894,TEC-CO-9894
,ORD-9895,,CUS-BF-HOM-9895,OFF-AP-9895
,ORD-9896,,CUS-CK-CON-9896,OFF-ST-9896
,ORD-9897,,CUS-JM-CON-9897,FUR-CH-9897
,ORD-9898,,CUS-CK-CON-9898,TEC-AC-9898
,ORD-9899,,CUS-CC-CON-9899,FUR-BO-9899
,ORD-9900,,CUS-BT-HOM-9900,FUR-BO-9900
,ORD-9901,,CUS-BT-CON-9901,TEC-PH-9901
,ORD-9902,,CUS-DM-COR-9902,OFF-ST-9902
,ORD-9903,,CUS-CK-CON-9903,OFF-EN-9903
,ORD-9904,,CUS-RL-CON-9904,OFF-ST-9904
,ORD-9905,,CUS-BE-HOM-9905,TEC-PH-9905
,ORD-9906,,CUS-BE-HOM-9906,OFF-ST-9906
,ORD-9907,,CUS-HA-CON-9907,OFF-PA-9907
,ORD-9908,,CUS-CK-CON-9908,FUR-CH-9908
,ORD-9909,,CUS-EB-COR-9909,TEC-AC-9909
,ORD-9910,,CUS-DM-CON-9910,TEC-MA-9910
,ORD-9911,,CUS-MC-COR-9911,TEC-PH-9911
,ORD-9912,,CUS-AT-CON-9912,FUR-TA-9912
,ORD-9913,,CUS-CK-CON-9913,OFF-AR-9913
,ORD-9914,,CUS-KW-CON-9914,TEC-PH-9914
,ORD-9915,,CUS-GH-CON-9915,TEC-AC-9915
,ORD-9916,,CUS-RP-CON-9916,TEC-PH-9916
,ORD-9917,,CUS-EB-CON-9917,OFF-ST-9917
,ORD-9918,,CUS-LC-COR-9918,FUR-CH-9918
,ORD-9919,,CUS-TB-CON-9919,OFF-ST-9919
,ORD-9920,,CUS-CP-COR-9920,TEC-CO-9920
,ORD-9921,,CUS-EB-CON-9921,TEC-CO-9921
,ORD-9922,,CUS-RB-HOM-9922,FUR-BO-9922
,ORD-9923,,CUS-CK-CON-9923,TEC-AC-9923
,ORD-9924,,CUS-SC-HOM-9924,FUR-CH-9924
,ORD-9925,,CUS-TH-COR-9925,OFF-ST-9925
,ORD-9926,,CUS-SZ-HOM-9926,FUR-CH-9926
,ORD-9927,,CUS-JF-CON-9927,TEC-PH-9927
,ORD-9928,,CUS-CK-CON-9928,OFF-AP-9928
,ORD-9929,,CUS-SM-COR-9929,TEC-PH-9929
,ORD-9930,,CUS-CK-CON-9930,OFF-PA-9930
,ORD-9931,,CUS-JS-COR-9931,TEC-CO-9931
,ORD-9932,,CUS-MS-CON-9932,FUR-CH-9932
,ORD-9933,,CUS-PG-CON-9933,FUR-BO-9933
,ORD-9934,,CUS-BT-HOM-9934,TEC-MA-9934
,ORD-9935,,CUS-MK-CON-9935,TEC-MA-9935
,ORD-9936,,CUS-CK-CON-9936,OFF-PA-9936
,ORD-9937,,CUS-CK-CON-9937,FUR-FU-9937
,ORD-9938,,CUS-MG-COR-9938,TEC-PH-9938
,ORD-9939,,CUS-DK-COR-9939,OFF-AP-9939
,ORD-9940,,CUS-JF-CON-9940,TEC-PH-9940
,ORD-9941,,CUS-RB-CON-9941,TEC-AC-9941
,ORD-9942,,CUS-SP-CON-9942,OFF-ST-9942
,ORD-9943,,CUS-TG-CON-9943,FUR-CH-9943
,ORD-9944,,CUS-DM-CON-9944,TEC-MA-9944
,ORD-9945,,CUS-NM-HOM-9945,TEC-CO-9945
,ORD-9946,,CUS-SG-COR-9946,TEC-AC-9946
,ORD-9947,,CUS-TS-CON-9947,TEC-CO-9947
,ORD-9948,,CUS-AC-COR-9948,FUR-BO-9948
,ORD-9949,,CUS-MG-HOM-9949,FUR-CH-9949
,ORD-9950,,CUS-CK-CON-9950,OFF-FA-9950
,ORD-9951,,CUS-NS-COR-9951,OFF-AP-9951
,ORD-9952,,CUS-PF-CON-9952,OFF-ST-9952
,ORD-9953,,CUS-CK-CON-9953,OFF-BI-9953
,ORD-9954,,CUS-BF-HOM-9954,FUR-BO-9954
,ORD-9955,,CUS-CC-CON-9955,FUR-BO-9955
,ORD-9956,,CUS-FP-CON-9956,OFF-ST-9956
,ORD-9957,,CUS-JB-COR-9957,OFF-PA-9957
,ORD-9958,,CUS-CM-CON-9958,OFF-EN-9958
,ORD-9959,,CUS-CS-COR-9959,FUR-BO-9959
,ORD-9960,,CUS-CK-CON-9960,OFF-BI-9960
,ORD-9961,,CUS-TB-CON-9961,TEC-CO-9961
,ORD-9962,,CUS-TS-CON-9962,FUR-BO-9962
,ORD-9963,,CUS-JK-CON-9963,FUR-CH-9963
,ORD-9964,,CUS-RB-CON-9964,OFF-AP-9964
,ORD-9965,,CUS-SC-COR-9965,OFF-ST-9965
,ORD-9966,,CUS-CK-CON-9966,FUR-FU-9966
,ORD-9967,,CUS-JB-CON-9967,FUR-CH-9967
,ORD-9968,,CUS-FM-CON-9968,OFF-AP-9968
,ORD-9969,,CUS-MD-COR-9969,FUR-CH-9969
,ORD-9970,,CUS-CK-CON-9970,OFF-PA-9970
,ORD-9971,,CUS-CK-CON-9971,FUR-FU-9971
,ORD-9972,,CUS-JK-CON-9972,FUR-FU-9972
,ORD-9973,,CUS-LC-COR-9973,OFF-SU-9973
,ORD-9974,,CUS-PR-CON-9974,TEC-PH-9974
,ORD-9975,,CUS-MJ-CON-9975,TEC-CO-9975
,ORD-9976,,CUS-ME-HOM-9976,TEC-CO-9976
,ORD-9977,,CUS-CK-CON-9977,TEC-MA-9977
,ORD-9978,,CUS-SR-HOM-9978,FUR-BO-9978
,ORD-9979,,CUS-CK-CON-9979,OFF-FA-9979
,ORD-9980,,CUS-CK-CON-9980,OFF-SU-9980
,ORD-9981,,CUS-NW-CON-9981,OFF-AR-9981
,ORD-9982,,CUS-AH-CON-9982,TEC-MA-9982
,ORD-9983,,CUS-BF-COR-9983,FUR-BO-9983
,ORD-9984,,CUS-GM-CON-9984,TEC-CO-9984
,ORD-9985,,CUS-BS-COR-9985,OFF-AR-9985
,ORD-9986,,CUS-MM-COR-9986,FUR-BO-9986
,ORD-9987,,CUS-CK-CON-9987,OFF-BI-9987
,ORD-9988,,CUS-JG-COR-9988,FUR-BO-9988
,ORD-9989,,CUS-JS-CON-9989,OFF-ST-9989
,ORD-9990,,CUS-VP-HOM-9990,TEC-AC-9990
,ORD-9991,,CUS-JF-CON-9991,TEC-PH-9991
,ORD-9992,,CUS-CK-CON-9992,OFF-AR-9992
,ORD-9993,,CUS-DP-CON-9993,FUR-CH-9993
,ORD-9994,,CUS-HA-CON-9994,FUR-BO-9994
,ORD-9995,,CUS-MS-CON-9995,OFF-AP-9995
,ORD-9996,,CUS-AS-HOM-9996,TEC-AC-9996
,ORD-9997,,CUS-NH-COR-9997,TEC-CO-9997
,ORD-9998,,CUS-CA-CON-9998,TEC-CO-9998
,ORD-9999,,CUS-MC-COR-9999,OFF-AR-9999
,ORD-10000,,CUS-NP-HOM-10000,FUR-TA-10000
,ORD-10001,,CUS-EL-HOM-10001,OFF-ST-10001
,ORD-10002,,CUS-CK-CON-10002,OFF-PA-10002
,ORD-10003,,CUS-MH-COR-10003,FUR-CH-10003
,ORD-10004,,CUS-TS-CON-10004,OFF-ST-10004
,ORD-10005,,CUS-MM-CON-10005,FUR-TA-10005
,ORD-10006,,CUS-NF-CON-10006,FUR-BO-10006
,ORD-10007,,CUS-JG-CON-10007,TEC-CO-10007
,ORD-10008,,CUS-CK-CON-10008,OFF-SU-10008
,ORD-10009,,CUS-KL-COR-10009,TEC-AC-10009
,ORD-10010,,CUS-GT-COR-10010,TEC-PH-10010
,ORD-10011,,CUS-JG-CON-10011,OFF-AR-10011
,ORD-10012,,CUS-NL-HOM-10012,FUR-FU-10012
,ORD-10013,,CUS-C-CON-10013,OFF-ST-10013
,ORD-10014,,CUS-ME-CON-10014,FUR-BO-10014
,ORD-10015,,CUS-BP-COR-10015,OFF-AP-10015
,ORD-10016,,CUS-RH-CON-10016,OFF-ST-10016
,ORD-10017,,CUS-CK-CON-10017,OFF-PA-10017
,ORD-10018,,CUS-CK-CON-10018,OFF-AR-10018
,ORD-10019,,CUS-KA-CON-10019,FUR-CH-10019
,ORD-10020,,CUS-RD-CON-10020,TEC-CO-10020
,ORD-10021,,CUS-AW-CON-10021,OFF-ST-10021
,ORD-10022,,CUS-CR-HOM-10022,TEC-CO-10022
,ORD-10023,,CUS-CK-CON-10023,OFF-BI-10023
,ORD-10024,,CUS-PS-CON-10024,OFF-AP-10024
,ORD-10025,,CUS-SD-HOM-10025,OFF-PA-10025
,ORD-10026,,CUS-BF-CON-10026,TEC-AC-10026
,ORD-10027,,CUS-DL-COR-10027,TEC-PH-10027
,ORD-10028,,CUS-NH-COR-10028,TEC-MA-10028
,ORD-10029,,CUS-TT-CON-10029,OFF-ST-10029
,ORD-10030,,CUS-RB-HOM-10030,TEC-PH-10030
,ORD-10031,,CUS-AG-COR-10031,FUR-BO-10031
,ORD-10032,,CUS-CS-COR-10032,OFF-AR-10032
,ORD-10033,,CUS-JH-CON-10033,TEC-AC-10033
,ORD-10034,,CUS-BP-COR-10034,FUR-BO-10034
,ORD-10035,,CUS-RS-COR-10035,TEC-CO-10035
,ORD-10036,,CUS-FG-HOM-10036,FUR-BO-10036
,ORD-10037,,CUS-JC-CON-10037,OFF-ST-10037
,ORD-10038,,CUS-CK-CON-10038,OFF-FA-10038
,ORD-10039,,CUS-NB-COR-10039,FUR-TA-10039
,ORD-10040,,CUS-BF-HOM-10040,OFF-ST-10040
,ORD-10041,,CUS-DM-COR-10041,TEC-CO-10041
,ORD-10042,,CUS-MR-HOM-10042,TEC-AC-10042
,ORD-10043,,CUS-GH-CON-10043,TEC-AC-10043
,ORD-10044,,CUS-ED-HOM-10044,TEC-CO-10044
,ORD-10045,,CUS-JK-CON-10045,TEC-AC-10045
,ORD-10046,,CUS-EM-CON-10046,TEC-AC-10046
,ORD-10047,,CUS-BM-CON-10047,TEC-AC-10047
,ORD-10048,,CUS-KN-HOM-10048,FUR-CH-10048
,ORD-10049,,CUS-EM-CON-10049,OFF-SU-10049
,ORD-10050,,CUS-JK-CON-10050,FUR-FU-10050
,ORD-10051,,CUS-TZ-CON-10051,TEC-MA-10051
,ORD-10052,,CUS-CC-CON-10052,FUR-CH-10052
,ORD-10053,,CUS-RA-CON-10053,FUR-FU-10053
,ORD-10054,,CUS-VG-CON-10054,TEC-PH-10054
,ORD-10055,,CUS-JH-CON-10055,TEC-PH-10055
,ORD-10056,,CUS-EB-COR-10056,OFF-SU-10056
,ORD-10057,,CUS-GH-HOM-10057,TEC-AC-10057
,ORD-10058,,CUS-SW-HOM-10058,OFF-BI-10058
,ORD-10059,,CUS-EM-CON-10059,OFF-EN-10059
,ORD-10060,,CUS-CC-CON-10060,FUR-TA-10060
,ORD-10061,,CUS-BF-HOM-10061,FUR-BO-10061
,ORD-10062,,CUS-GH-CON-10062,OFF-SU-10062
,ORD-10063,,CUS-HE-COR-10063,OFF-ST-10063
,ORD-10064,,CUS-CC-CON-10064,OFF-AP-10064
,ORD-10065,,CUS-GH-COR-10065,TEC-MA-10065
,ORD-10066,,CUS-CC-CON-10066,TEC-PH-10066
,ORD-10067,,CUS-CC-CON-10067,TEC-PH-10067
,ORD-10068,,CUS-JH-CON-10068,TEC-CO-10068
,ORD-10069,,CUS-LC-CON-10069,OFF-ST-10069
,ORD-10070,,CUS-CC-CON-10070,FUR-TA-10070
,ORD-10071,,CUS-NC-COR-10071,FUR-BO-10071
,ORD-10072,,CUS-SV-CON-10072,TEC-MA-10072
,ORD-10073,,CUS-BH-CON-10073,TEC-PH-10073
,ORD-10074,,CUS-DW-HOM-10074,OFF-PA-10074
,ORD-10075,,CUS-JR-COR-10075,TEC-AC-10075
,ORD-10076,,CUS-SG-COR-10076,OFF-PA-10076
,ORD-10077,,CUS-AM-CON-10077,OFF-EN-10077
,ORD-10078,,CUS-IG-CON-10078,OFF-ST-10078
,ORD-10079,,CUS-MM-CON-10079,OFF-ST-10079
,ORD-10080,,CUS-FA-COR-10080,OFF-ST-10080
,ORD-10081,,CUS-CC-CON-10081,OFF-AP-10081
,ORD-10082,,CUS-JM-CON-10082,FUR-BO-10082
,ORD-10083,,CUS-CS-HOM-10083,FUR-BO-10083
,ORD-10084,,CUS-CC-CON-10084,OFF-ST-10084
,ORD-10085,,CUS-PR-CON-10085,OFF-ST-10085
,ORD-10086,,CUS-BF-HOM-10086,OFF-AP-10086
,ORD-10087,,CUS-SC-CON-10087,OFF-EN-10087
,ORD-10088,,CUS-JM-CON-10088,OFF-ST-10088
,ORD-10089,,CUS-BO-CON-10089,TEC-AC-10089
,ORD-10090,,CUS-EM-CON-10090,FUR-BO-10090
,ORD-10091,,CUS-FH-COR-10091,FUR-BO-10091
,ORD-10092,,CUS-CD-CON-10092,FUR-CH-10092
,ORD-10093,,CUS-BD-CON-10093,OFF-ST-10093
,ORD-10094,,CUS-JM-CON-10094,FUR-CH-10094
,ORD-10095,,CUS-EH-COR-10095,FUR-BO-10095
,ORD-10096,,CUS-TC-HOM-10096,OFF-BI-10096
,ORD-10097,,CUS-HZ-CON-10097,FUR-CH-10097
,ORD-10098,,CUS-CC-CON-10098,TEC-PH-10098
,ORD-10099,,CUS-LR-COR-10099,TEC-PH-10099
,ORD-10100,,CUS-BP-COR-10100,TEC-PH-10100
,ORD-10101,,CUS-DP-COR-10101,OFF-ST-10101
,ORD-10102,,CUS-CC-CON-10102,FUR-FU-10102
,ORD-10103,,CUS-GZ-CON-10103,FUR-TA-10103
,ORD-10104,,CUS-CC-CON-10104,TEC-MA-10104
,ORD-10105,,CUS-CC-CON-10105,OFF-ST-10105
,ORD-10106,,CUS-RO-CON-10106,OFF-EN-10106
,ORD-10107,,CUS-RB-HOM-10107,FUR-BO-10107
,ORD-10108,,CUS-SC-COR-10108,OFF-BI-10108
,ORD-10109,,CUS-TS-CON-10109,FUR-BO-10109
,ORD-10110,,CUS-SW-HOM-10110,FUR-BO-10110
,ORD-10111,,CUS-MF-COR-10111,FUR-CH-10111
,ORD-10112,,CUS-ES-CON-10112,OFF-EN-10112
,ORD-10113,,CUS-CC-CON-10113,OFF-SU-10113
,ORD-10114,,CUS-CC-CON-10114,FUR-FU-10114
,ORD-10115,,CUS-MS-CON-10115,OFF-ST-10115
,ORD-10116,,CUS-RB-CON-10116,TEC-MA-10116
,ORD-10117,,CUS-SC-COR-10117,FUR-BO-10117
,ORD-10118,,CUS-AM-CON-10118,OFF-AR-10118
,ORD-10119,,CUS-PT-CON-10119,TEC-PH-10119
,ORD-10120,,CUS-BN-COR-10120,FUR-FU-10120
,ORD-10121,,CUS-CC-CON-10121,OFF-PA-10121
,ORD-10122,,CUS-IG-CON-10122,TEC-PH-10122
,ORD-10123,,CUS-KB-COR-10123,TEC-PH-10123
,ORD-10124,,CUS-JL-CON-10124,TEC-CO-10124
,ORD-10125,,CUS-MH-COR-10125,FUR-CH-10125
,ORD-10126,,CUS-JE-CON-10126,OFF-BI-10126
,ORD-10127,,CUS-LA-COR-10127,OFF-ST-10127
,ORD-10128,,CUS-GM-CON-10128,TEC-CO-10128
,ORD-10129,,CUS-RE-CON-10129,TEC-MA-10129
,ORD-10130,,CUS-TB-HOM-10130,FUR-BO-10130
,ORD-10131,,CUS-TG-CON-10131,OFF-ST-10131
,ORD-10132,,CUS-AR-COR-10132,OFF-ST-10132
,ORD-10133,,CUS-LS-COR-10133,TEC-AC-10133
,ORD-10134,,CUS-MD-CON-10134,TEC-MA-10134
,ORD-10135,,CUS-RP-CON-10135,TEC-MA-10135
,ORD-10136,,CUS-CC-CON-10136,OFF-AR-10136
,ORD-10137,,CUS-TB-COR-10137,TEC-AC-10137
,ORD-10138,,CUS-EB-COR-10138,OFF-ST-10138
,ORD-10139,,CUS-JG-CON-10139,OFF-ST-10139
,ORD-10140,,CUS-JF-CON-10140,FUR-BO-10140
,ORD-10141,,CUS-EP-CON-10141,OFF-AR-10141
,ORD-10142,,CUS-KB-CON-10142,TEC-CO-10142
,ORD-10143,,CUS-BF-HOM-10143,TEC-PH-10143
,ORD-10144,,CUS-BS-HOM-10144,OFF-PA-10144
,ORD-10145,,CUS-EH-HOM-10145,OFF-PA-10145
,ORD-10146,,CUS-MP-HOM-10146,TEC-CO-10146
,ORD-10147,,CUS-CC-CON-10147,OFF-PA-10147
,ORD-10148,,CUS-JG-COR-10148,OFF-SU-10148
,ORD-10149,,CUS-PC-HOM-10149,TEC-AC-10149
,ORD-10150,,CUS-RS-COR-10150,TEC-CO-10150
,ORD-10151,,CUS-CC-CON-10151,OFF-EN-10151
,ORD-10152,,CUS-SG-COR-10152,TEC-MA-10152
,ORD-10153,,CUS-TB-CON-10153,OFF-AR-10153
,ORD-10154,,CUS-XP-CON-10154,FUR-BO-10154
,ORD-10155,,CUS-RB-CON-10155,FUR-FU-10155
,ORD-10156,,CUS-AJ-CON-10156,TEC-CO-10156
,ORD-10157,,CUS-SP-CON-10157,FUR-CH-10157
,ORD-10158,,CUS-CC-CON-10158,OFF-ST-10158
,ORD-10159,,CUS-EH-CON-10159,OFF-AR-10159
,ORD-10160,,CUS-CC-CON-10160,OFF-AR-10160
,ORD-10161,,CUS-KM-CON-10161,FUR-BO-10161
,ORD-10162,,CUS-LH-CON-10162,OFF-LA-10162
,ORD-10163,,CUS-ML-HOM-10163,TEC-AC-10163
,ORD-10164,,CUS-JO-CON-10164,OFF-EN-10164
,ORD-10165,,CUS-JD-CON-10165,OFF-ST-10165
,ORD-10166,,CUS-DV-CON-10166,OFF-PA-10166
,ORD-10167,,CUS-BE-CON-10167,TEC-MA-10167
,ORD-10168,,CUS-TS-CON-10168,OFF-AP-10168
,ORD-10169,,CUS-CB-CON-10169,TEC-CO-10169
,ORD-10170,,CUS-FH-COR-10170,FUR-BO-10170
,ORD-10171,,CUS-GW-CON-10171,FUR-BO-10171
,ORD-10172,,CUS-KL-CON-10172,OFF-ST-10172
,ORD-10173,,CUS-NM-HOM-10173,TEC-CO-10173
,ORD-10174,,CUS-SV-CON-10174,OFF-PA-10174
,ORD-10175,,CUS-MB-CON-10175,FUR-BO-10175
,ORD-10176,,CUS-CC-CON-10176,TEC-PH-10176
,ORD-10177,,CUS-MZ-HOM-10177,FUR-CH-10177
,ORD-10178,,CUS-TS-COR-10178,TEC-CO-10178
,ORD-10179,,CUS-DW-HOM-10179,OFF-ST-10179
,ORD-10180,,CUS-CS-CON-10180,FUR-FU-10180
,ORD-10181,,CUS-CC-COR-10181,FUR-FU-10181
,ORD-10182,,CUS-CC-CON-10182,OFF-AP-10182
,ORD-10183,,CUS-DK-CON-10183,TEC-MA-10183
,ORD-10184,,CUS-HA-CON-10184,TEC-CO-10184
,ORD-10185,,CUS-SB-CON-10185,FUR-FU-10185
,ORD-10186,,CUS-VM-HOM-10186,TEC-PH-10186
,ORD-10187,,CUS-CC-CON-10187,OFF-FA-10187
,ORD-10188,,CUS-RB-COR-10188,FUR-BO-10188
,ORD-10189,,CUS-TC-HOM-10189,FUR-CH-10189
,ORD-10190,,CUS-BW-COR-10190,OFF-EN-10190
,ORD-10191,,CUS-CS-CON-10191,TEC-AC-10191
,ORD-10192,,CUS-PN-HOM-10192,FUR-FU-10192
,ORD-10193,,CUS-AS-COR-10193,OFF-ST-10193
,ORD-10194,,CUS-BP-COR-10194,TEC-MA-10194
,ORD-10195,,CUS-CC-CON-10195,OFF-PA-10195
,ORD-10196,,CUS-CC-CON-10196,OFF-PA-10196
,ORD-10197,,CUS-CC-CON-10197,OFF-LA-10197
,ORD-10198,,CUS-GH-HOM-10198,OFF-EN-10198
,ORD-10199,,CUS-CG-CON-10199,FUR-TA-10199
,ORD-10200,,CUS-GB-COR-10200,TEC-PH-10200
,ORD-10201,,CUS-SV-COR-10201,TEC-PH-10201
,ORD-10202,,CUS-TS-COR-10202,TEC-PH-10202
,ORD-10203,,CUS-CM-COR-10203,TEC-CO-10203
,ORD-10204,,CUS-TB-COR-10204,OFF-EN-10204
,ORD-10205,,CUS-LE-CON-10205,FUR-BO-10205
,ORD-10206,,CUS-PP-HOM-10206,FUR-FU-10206
,ORD-10207,,CUS-RR-COR-10207,TEC-CO-10207
,ORD-10208,,CUS-KD-COR-10208,OFF-ST-10208
,ORD-10209,,CUS-SC-COR-10209,TEC-PH-10209
,ORD-10210,,CUS-SM-COR-10210,TEC-PH-10210
,ORD-10211,,CUS-PO-CON-10211,FUR-CH-10211
,ORD-10212,,CUS-BM-CON-10212,OFF-AP-10212
,ORD-10213,,CUS-CC-CON-10213,OFF-EN-10213
,ORD-10214,,CUS-HP-HOM-10214,TEC-AC-10214
,ORD-10215,,CUS-ME-CON-10215,OFF-ST-10215
,ORD-10216,,CUS-PP-HOM-10216,FUR-CH-10216
,ORD-10217,,CUS-SR-HOM-10217,FUR-BO-10217
,ORD-10218,,CUS-MC-COR-10218,FUR-BO-10218
,ORD-10219,,CUS-BS-COR-10219,FUR-TA-10219
,ORD-10220,,CUS-JM-COR-10220,TEC-PH-10220
,ORD-10221,,CUS-MV-CON-10221,FUR-CH-10221
,ORD-10222,,CUS-MM-COR-10222,TEC-AC-10222
,ORD-10223,,CUS-CM-COR-10223,TEC-PH-10223
,ORD-10224,,CUS-DH-COR-10224,OFF-BI-10224
,ORD-10225,,CUS-JF-CON-10225,TEC-CO-10225
,ORD-10226,,CUS-JM-COR-10226,TEC-AC-10226
,ORD-10227,,CUS-MF-COR-10227,FUR-BO-10227
,ORD-10228,,CUS-ND-COR-10228,FUR-CH-10228
,ORD-10229,,CUS-ML-CON-10229,TEC-PH-10229
,ORD-10230,,CUS-FC-HOM-10230,OFF-ST-10230
,ORD-10231,,CUS-PC-COR-10231,OFF-AR-10231
,ORD-10232,,CUS-CC-CON-10232,TEC-AC-10232
,ORD-10233,,CUS-AF-CON-10233,TEC-MA-10233
,ORD-10234,,CUS-JM-CON-10234,OFF-SU-10234
,ORD-10235,,CUS-SZ-HOM-10235,FUR-CH-10235
,ORD-10236,,CUS-CC-CON-10236,TEC-PH-10236
,ORD-10237,,CUS-JM-COR-10237,TEC-PH-10237
,ORD-10238,,CUS-CC-CON-10238,OFF-BI-10238
,ORD-10239,,CUS-ED-HOM-10239,OFF-ST-10239
,ORD-10240,,CUS-JC-CON-10240,OFF-AR-10240
,ORD-10241,,CUS-GH-CON-10241,FUR-FU-10241
,ORD-10242,,CUS-JD-CON-10242,FUR-CH-10242
,ORD-10243,,CUS-JD-COR-10243,FUR-CH-10243
,ORD-10244,,CUS-AB-CON-10244,TEC-PH-10244
,ORD-10245,,CUS-CC-COR-10245,FUR-BO-10245
,ORD-10246,,CUS-CC-CON-10246,OFF-PA-10246
