row_id,order_id,order_date,Shipping_date,Shipping_mode,shipping_cost,order_priority
22978,IN-2013-BN1147058-41453,2013-06-28,2013-06-28,Same Day,37.39,High
21531,ID-2014-CV1280559-41805,2014-06-15,2014-06-18,First Class,37.39,High
39533,CA-2015-CJ12010140-42126,2015-05-02,2015-05-07,Standard Class,246.07,Medium
41084,CA-2015-CJ12010140-42091,2015-03-28,2015-04-02,Standard Class,155.64,High
6931,MX-2014-RM1937539-41725,2014-03-27,2014-03-30,Second Class,37.39,Medium
39532,CA-2015-CJ12010140-42126,2015-05-02,2015-05-07,Standard Class,49.45,Medium
50145,EG-2013-BH171038-41635,2013-12-27,2014-01-01,Standard Class,37.37,Medium
12702,IT-2014-VD21670139-41999,2014-12-26,2014-12-28,Second Class,37.37,High
1362,MX-2013-BK1126039-41454,2013-06-29,2013-07-06,Standard Class,37.368,Low
7079,MX-2014-BD1172551-41933,2014-10-21,2014-10-26,Standard Class,37.362,High
20350,IN-2014-EM139607-41895,2014-09-13,2014-09-18,Standard Class,37.36,High
45758,EG-2015-EH418538-42161,2015-06-06,2015-06-09,First Class,37.35,High
10887,ES-2015-KA1652545-42084,2015-03-21,2015-03-24,Second Class,37.35,Critical
8270,MX-2014-CS1240031-41863,2014-08-12,2014-08-17,Standard Class,37.349,Medium
4510,MX-2015-MY1829531-42066,2015-03-03,2015-03-07,Standard Class,37.349,High
49658,JO-2012-EG390067-41269,2012-12-26,2012-12-28,Second Class,37.34,Critical
20070,ES-2013-MP17965120-41591,2013-11-13,2013-11-19,Standard Class,37.34,Low
4568,MX-2015-CL1189031-42325,2015-11-17,2015-11-21,Second Class,37.321,Medium
29837,ID-2014-BK112607-41787,2014-05-28,2014-05-30,Second Class,37.32,High
6746,MX-2013-CK1220528-41576,2013-10-29,2013-11-03,Standard Class,37.318,High
5782,MX-2012-SC2069518-41081,2012-06-21,2012-06-25,Standard Class,37.317,Medium
16291,ES-2014-BS1180045-41831,2014-07-11,2014-07-11,Same Day,37.31,Critical
41085,CA-2015-CJ12010140-42091,2015-03-28,2015-04-02,Standard Class,43.19,High
15279,ES-2014-AS1013545-41742,2014-04-13,2014-04-15,Second Class,37.3,High
24869,IN-2014-ML1804027-41856,2014-08-05,2014-08-06,First Class,37.3,High
48270,TU-2014-TT11265134-41830,2014-07-10,2014-07-14,Standard Class,37.3,High
5959,MX-2013-RB1936082-41552,2013-10-05,2013-10-08,First Class,37.298,Critical
182,MX-2014-TB2117531-41814,2014-06-24,2014-06-26,Second Class,37.296,Medium
20587,IN-2012-AS1028527-41034,2012-05-05,2012-05-11,Standard Class,37.29,Medium
24040,ID-2014-JF15490130-41767,2014-05-08,2014-05-11,First Class,37.29,High
28375,ID-2012-DK1309059-41261,2012-12-18,2012-12-22,Standard Class,37.28,Medium
6026,US-2015-JC1538536-42361,2015-12-23,2015-12-29,Standard Class,37.264,Medium
49346,EG-2014-EJ415538-41821,2014-07-01,2014-07-07,Standard Class,37.25,Medium
23584,ID-2012-IG15085102-41023,2012-04-24,2012-04-30,Standard Class,37.25,Medium
46957,IR-2012-RE945060-41212,2012-10-30,2012-11-03,Second Class,37.25,High
25920,IN-2014-AO108107-41721,2014-03-23,2014-03-27,Standard Class,37.24,High
43893,TZ-2012-CM1815129-41213,2012-10-31,2012-11-02,Second Class,37.24,High
44147,AO-2015-GM45004-42265,2015-09-18,2015-09-24,Standard Class,37.24,Low
15606,ES-2015-MM18055139-42354,2015-12-16,2015-12-21,Standard Class,37.23,Medium
23501,IN-2012-WB2185027-41153,2012-09-01,2012-09-05,Standard Class,37.23,Medium
2552,MX-2014-RL1961539-41762,2014-05-03,2014-05-07,Standard Class,37.223,High
6190,US-2013-DF131355-41619,2013-12-11,2013-12-13,Second Class,37.218,High
26132,ID-2013-BP112307-41579,2013-11-01,2013-11-06,Standard Class,37.21,High
33478,CA-2014-CJ12010140-41767,2014-05-08,2014-05-12,Standard Class,36.63,Medium
8449,MX-2015-HG1484536-42070,2015-03-07,2015-03-09,Second Class,37.202,High
41087,CA-2015-CJ12010140-42091,2015-03-28,2015-04-02,Standard Class,22.73,High
33480,CA-2014-CJ12010140-41767,2014-05-08,2014-05-12,Standard Class,17.79,Medium
18234,ES-2012-SM2000545-41170,2012-09-18,2012-09-22,Standard Class,37.2,Medium
9650,MX-2013-LO1717028-41621,2013-12-13,2013-12-13,Same Day,37.198,Medium
12073,ES-2013-LW1712548-41483,2013-07-28,2013-07-30,First Class,37.18,Critical
35494,US-2014-CJ12010140-41977,2014-12-04,2014-12-09,Standard Class,13.21,Medium
9991,US-2014-LH1690082-41670,2014-01-31,2014-02-02,Second Class,37.162,High
423,MX-2015-LS1720080-42294,2015-10-17,2015-10-20,First Class,37.155,High
45133,BU-2015-BD162019-42225,2015-08-09,2015-08-12,First Class,37.15,High
17168,ES-2015-KM1672048-42027,2015-01-23,2015-01-24,First Class,37.15,Critical
15066,IT-2015-TC2129548-42115,2015-04-21,2015-04-25,Standard Class,37.15,Medium
33172,US-2014-CJ12010140-41709,2014-03-11,2014-03-17,Standard Class,10.83,Medium
31713,CA-2015-CJ12010140-42180,2015-06-25,2015-06-29,Standard Class,7.48,Medium
7308,US-2014-CD1192098-41753,2014-04-24,2014-04-27,First Class,37.134,Critical
30862,IN-2014-DP131657-41780,2014-05-21,2014-05-23,Second Class,37.11,Critical
17947,ES-2015-VM2183548-42055,2015-02-20,2015-02-23,First Class,37.11,Critical
1620,MX-2014-AB1010582-41949,2014-11-06,2014-11-08,First Class,37.099,Critical
25860,IN-2015-NH1861088-42262,2015-09-15,2015-09-17,First Class,37.09,High
4998,MX-2013-CP1234039-41427,2013-06-02,2013-06-07,Standard Class,37.088,Medium
1256,MX-2015-SF2020039-42164,2015-06-09,2015-06-15,Standard Class,37.085,Medium
19725,ES-2014-PJ1883564-41693,2014-02-23,2014-02-26,First Class,37.08,Critical
45690,SF-2015-RB9330117-42081,2015-03-18,2015-03-21,Second Class,37.08,High
12828,ES-2014-CJ1201045-41853,2014-08-02,2014-08-02,Same Day,37.06,Medium
14839,ES-2012-DB1361545-41107,2012-07-17,2012-07-23,Standard Class,37.06,Low
21015,ID-2012-LM17065102-40960,2012-02-21,2012-02-21,Same Day,37.06,High
22471,IN-2015-HD1478527-42327,2015-11-19,2015-11-24,Standard Class,37.05,Medium
19339,ES-2012-JD16015120-41077,2012-06-17,2012-06-24,Standard Class,37.05,Low
14301,IT-2015-ML1741048-42204,2015-07-19,2015-07-23,Standard Class,37.05,Medium
287,MX-2014-DW1354082-41660,2014-01-21,2014-01-25,Second Class,37.049,Medium
27524,ID-2015-CM118157-42292,2015-10-15,2015-10-20,Standard Class,37.04,Medium
5233,MX-2014-LH1702093-41994,2014-12-21,2014-12-23,First Class,37.036,Medium
4542,MX-2014-EL1373536-41817,2014-06-27,2014-07-04,Standard Class,37.032,Low
603,MX-2015-MM1792018-42140,2015-05-16,2015-05-18,First Class,37.032,Medium
13457,ES-2012-CT1199514-41027,2012-04-28,2012-04-30,First Class,37.03,High
5252,MX-2014-MC1759051-41657,2014-01-18,2014-01-18,Same Day,37.029,Medium
50786,TU-2014-MG7680134-41906,2014-09-24,2014-09-29,Second Class,37.02,Medium
3524,US-2012-IG1508536-41115,2012-07-25,2012-07-27,Second Class,37.011,High
41086,CA-2015-CJ12010140-42091,2015-03-28,2015-04-02,Standard Class,7.47,High
27644,ID-2012-BN1147078-41242,2012-11-29,2012-12-02,First Class,37.01,High
24066,IN-2014-VP2176066-41892,2014-09-10,2014-09-16,Standard Class,37,Medium
48872,UP-2015-AR510137-42106,2015-04-12,2015-04-16,Standard Class,36.99,Medium
17290,ES-2013-DS1303045-41495,2013-08-09,2013-08-13,Standard Class,36.99,High
29303,IN-2013-CC126707-41403,2013-05-09,2013-05-13,Standard Class,36.97,High
25759,IN-2015-NZ1856511-42096,2015-04-02,2015-04-07,Standard Class,36.97,Medium
18786,ES-2015-SW20755139-42354,2015-12-16,2015-12-20,Standard Class,36.97,High
20695,ID-2015-SV209357-42172,2015-06-17,2015-06-22,Standard Class,36.97,High
43952,SG-2014-SF10965111-41721,2014-03-23,2014-03-26,Second Class,36.97,High
18795,ES-2013-DL1333048-41529,2013-09-12,2013-09-16,Standard Class,36.96,Medium
44974,CA-2013-CJ201023-41472,2013-07-17,2013-07-21,Standard Class,6.53,Medium
48630,IV-2014-MH802529-41709,2014-03-11,2014-03-14,Second Class,36.96,High
801,MX-2014-JH1582039-41927,2014-10-15,2014-10-21,Standard Class,36.953,Medium
50483,TU-2013-RM9375134-41485,2013-07-30,2013-08-02,First Class,36.93,Critical
3138,MX-2015-RB1933082-42294,2015-10-17,2015-10-21,Standard Class,36.928,High
17893,ES-2015-HW1493545-42335,2015-11-27,2015-11-29,First Class,36.91,Critical
27396,IN-2013-AT10735144-41296,2013-01-22,2013-01-22,Same Day,36.9,High
18065,IT-2013-MS1771064-41563,2013-10-16,2013-10-20,Standard Class,36.9,High
28169,IN-2015-BS1175558-42064,2015-03-01,2015-03-08,Standard Class,36.89,Medium
33481,CA-2014-CJ12010140-41767,2014-05-08,2014-05-12,Standard Class,4.13,Medium
14127,ES-2013-AH1007545-41490,2013-08-04,2013-08-06,First Class,36.88,High
43472,MO-2015-RD948086-42164,2015-06-09,2015-06-12,First Class,36.88,High
21214,IN-2014-AH1007558-41896,2014-09-14,2014-09-18,Standard Class,36.86,High
21560,IN-2013-JJ157607-41593,2013-11-15,2013-11-20,Standard Class,36.86,High
13836,IT-2015-CL1189045-42081,2015-03-18,2015-03-22,Standard Class,36.85,Medium
49694,IR-2014-AY55560-41704,2014-03-06,2014-03-10,Standard Class,36.84,Medium
49973,PL-2015-AJ795103-42248,2015-09-01,2015-09-05,Standard Class,36.84,Medium
22257,ID-2013-BB10990130-41521,2013-09-04,2013-09-09,Standard Class,36.84,Medium
44474,BN-2014-KD649515-41971,2014-11-28,2014-12-01,First Class,36.84,High
10556,IT-2014-KC1667548-41882,2014-08-31,2014-09-03,First Class,36.84,Critical
27058,ID-2014-MH17290144-41949,2014-11-06,2014-11-09,First Class,36.84,Medium
22989,IN-2013-RE194507-41329,2013-02-24,2013-03-01,Standard Class,36.84,High
42798,CM-2015-AH1007522-42330,2015-11-22,2015-11-25,Second Class,36.83,High
33476,CA-2014-CJ12010140-41767,2014-05-08,2014-05-12,Standard Class,3.59,Medium
20797,IN-2013-Co1264027-41508,2013-08-22,2013-08-29,Standard Class,36.82,Low
42850,TU-2014-DH3675134-41734,2014-04-05,2014-04-06,First Class,36.82,High
20965,ID-2013-KH166307-41606,2013-11-28,2013-11-30,First Class,36.82,Critical
17952,ES-2014-CM11935120-41906,2014-09-24,2014-09-28,Standard Class,36.81,High
39116,CA-2015-CJ12010140-42031,2015-01-27,2015-01-31,Standard Class,2,Medium
22634,IN-2013-RP193907-41397,2013-05-03,2013-05-07,Second Class,36.81,High
35495,US-2014-CJ12010140-41977,2014-12-04,2014-12-09,Standard Class,1.42,Medium
27492,ID-2015-BT114407-42135,2015-05-11,2015-05-15,Second Class,36.79,High
32823,CA-2014-CJ12010140-41843,2014-07-23,2014-07-28,Standard Class,1.28,Medium
50179,SF-2015-JF5415117-42332,2015-11-24,2015-11-27,First Class,36.78,Critical
32824,CA-2014-CJ12010140-41843,2014-07-23,2014-07-28,Standard Class,1.18,Medium
48865,EG-2015-LS694538-42179,2015-06-24,2015-06-28,Second Class,36.78,High
45593,EG-2012-JK537038-41270,2012-12-27,2012-12-31,Standard Class,36.77,High
1337,MX-2012-MZ1751528-41263,2012-12-20,2012-12-26,Standard Class,36.765,Medium
39531,CA-2015-CJ12010140-42126,2015-05-02,2015-05-07,Standard Class,1.17,Medium
43770,PL-2014-TS11370103-41702,2014-03-04,2014-03-09,Standard Class,36.76,Medium
11064,IT-2014-MM1792045-41845,2014-07-25,2014-07-29,Second Class,36.75,High
42557,KG-2014-PW903070-41647,2014-01-08,2014-01-10,Second Class,36.75,High
45711,IS-2015-PB921063-42062,2015-02-27,2015-03-01,Second Class,36.75,Medium
33477,CA-2014-CJ12010140-41767,2014-05-08,2014-05-12,Standard Class,1.06,Medium
9305,MX-2015-MB1730582-42264,2015-09-17,2015-09-17,Same Day,36.73,Critical
22336,IN-2012-KN1670527-41123,2012-08-02,2012-08-06,Standard Class,36.73,Medium
36567,CA-2015-CB12025140-42259,2015-09-12,2015-09-12,Same Day,106.72,High
30370,ID-2013-CL1270092-41384,2013-04-20,2013-04-22,Second Class,36.71,Critical
43621,TZ-2014-CV2805129-41655,2014-01-16,2014-01-19,First Class,36.71,Critical
30929,ID-2014-RD199307-41809,2014-06-19,2014-06-24,Standard Class,36.71,High
10900,ES-2014-TB2125048-41891,2014-09-09,2014-09-16,Standard Class,36.71,Low
46122,TZ-2015-JD5895129-42096,2015-04-02,2015-04-04,Second Class,36.7,Medium
17732,ES-2013-BD11725139-41443,2013-06-18,2013-06-25,Standard Class,36.68,Medium
39351,CA-2013-CB12025140-41514,2013-08-28,2013-09-04,Standard Class,85.38,Medium
49929,BO-2013-CS217513-41523,2013-09-06,2013-09-08,First Class,36.66,High
31957,CA-2013-CB12025140-41510,2013-08-24,2013-08-28,Standard Class,71.76,Medium
8765,MX-2015-RH1960039-42363,2015-12-25,2015-12-28,First Class,36.657,High
12020,IT-2013-PF19225125-41500,2013-08-14,2013-08-18,Standard Class,36.65,High
27845,IN-2013-RD1958559-41450,2013-06-25,2013-06-25,Same Day,36.65,High
9988,MX-2015-TB2162539-42221,2015-08-05,2015-08-12,Standard Class,36.646,Low
2477,MX-2015-YS2188031-42244,2015-08-28,2015-09-01,Standard Class,36.639,High
25442,ID-2015-AG1049597-42193,2015-07-08,2015-07-08,Same Day,36.63,Medium
31956,CA-2013-CB12025140-41510,2013-08-24,2013-08-28,Standard Class,69.76,Medium
20383,IN-2015-MZ1751566-42261,2015-09-14,2015-09-20,Standard Class,36.63,Medium
24843,IN-2014-ML1826556-41973,2014-11-30,2014-12-05,Standard Class,36.62,Medium
41489,MO-2015-PO919586-42336,2015-11-28,2015-12-02,Standard Class,36.62,Medium
7268,MX-2014-MH1745539-41961,2014-11-18,2014-11-22,Standard Class,36.618,High
16534,IT-2015-DA1345091-42209,2015-07-24,2015-07-28,Standard Class,36.61,High
41500,EG-2015-LC688538-42160,2015-06-05,2015-06-08,First Class,36.6,Medium
12613,IT-2014-MP1796562-41903,2014-09-21,2014-09-24,First Class,36.6,Critical
3424,MX-2014-IM1507018-41810,2014-06-20,2014-06-22,Second Class,36.594,High
15114,ES-2013-AJ1094545-41529,2013-09-12,2013-09-14,First Class,36.59,Critical
18272,IT-2014-FA1423091-41668,2014-01-29,2014-02-02,Standard Class,36.59,Medium
39353,CA-2013-CB12025140-41514,2013-08-28,2013-09-04,Standard Class,48.16,Medium
25981,IN-2014-HG1496559-41832,2014-07-12,2014-07-18,Standard Class,36.57,Medium
28337,IN-2015-TG2164058-42272,2015-09-25,2015-09-30,Standard Class,36.56,High
19021,ES-2013-ML17395120-41363,2013-03-30,2013-04-03,Standard Class,36.55,High
21800,IN-2012-SC200957-41170,2012-09-18,2012-09-23,Standard Class,36.55,Medium
41531,RS-2014-AS285108-41945,2014-11-02,2014-11-06,Standard Class,36.54,High
42055,MG-2012-JG531084-41084,2012-06-24,2012-06-29,Standard Class,36.54,High
22111,IN-2012-PS1904527-41014,2012-04-15,2012-04-16,First Class,36.53,High
39850,US-2015-CB12025140-42322,2015-11-14,2015-11-21,Standard Class,31.69,Low
29244,IN-2013-EN1378097-41593,2013-11-15,2013-11-19,Standard Class,36.52,High
41110,CA-2014-CB12025140-41971,2014-11-28,2014-12-01,First Class,28.01,Medium
16986,ES-2014-SG20890139-41772,2014-05-13,2014-05-16,First Class,36.51,High
2995,MX-2015-AG1039051-42180,2015-06-25,2015-06-27,First Class,36.509,High
27991,ID-2013-JD15790144-41319,2013-02-14,2013-02-18,Second Class,36.5,Medium
15394,ES-2014-JL1583545-41717,2014-03-19,2014-03-22,First Class,36.5,Medium
5217,MX-2015-DB1321093-42348,2015-12-10,2015-12-13,First Class,36.498,High
2259,MX-2013-BD1177082-41482,2013-07-27,2013-08-01,Second Class,36.489,Medium
4195,MX-2014-DC1328518-41751,2014-04-22,2014-04-26,Standard Class,36.468,Medium
28051,ID-2014-JW1607558-41929,2014-10-17,2014-10-21,Standard Class,36.46,Medium
31958,CA-2013-CB12025140-41510,2013-08-24,2013-08-28,Standard Class,26.53,Medium
49630,TU-2014-CR2820134-41853,2014-08-02,2014-08-08,Standard Class,36.45,Medium
27291,IN-2013-JS1568558-41371,2013-04-07,2013-04-12,Standard Class,36.45,Medium
10645,IT-2014-NF18595139-41783,2014-05-24,2014-05-31,Standard Class,36.44,Low
18376,ES-2014-KB1658545-41823,2014-07-03,2014-07-07,Standard Class,36.43,High
24668,ID-2014-TC21295102-41909,2014-09-27,2014-09-30,Second Class,36.43,Medium
37863,CA-2015-CB12025140-42041,2015-02-06,2015-02-09,Second Class,18.21,Medium
44017,SF-2015-LO7170117-42228,2015-08-12,2015-08-14,Second Class,36.42,High
23435,IN-2014-BM116507-41884,2014-09-02,2014-09-06,Standard Class,36.41,Medium
39352,CA-2013-CB12025140-41514,2013-08-28,2013-09-04,Standard Class,14.6,Medium
17315,IT-2012-JD1579045-41271,2012-12-28,2013-01-02,Standard Class,36.4,High
21478,ID-2015-LT171107-42045,2015-02-10,2015-02-14,Second Class,36.4,Medium
30738,IN-2014-EB139307-41914,2014-10-02,2014-10-05,Second Class,36.39,High
5045,MX-2014-RF1973565-41938,2014-10-26,2014-10-29,First Class,36.383,High
23385,IN-2013-AB1060021-41402,2013-05-08,2013-05-11,Second Class,36.38,Medium
7917,MX-2015-MC1759082-42299,2015-10-22,2015-10-26,Standard Class,36.373,High
43217,NI-2015-CM219095-42046,2015-02-11,2015-02-16,Standard Class,36.36,Medium
16874,ES-2012-LC17140139-41142,2012-08-21,2012-08-23,Second Class,36.35,High
50327,TU-2013-GB4575134-41451,2013-06-26,2013-06-28,First Class,36.34,Medium
11143,ES-2013-PH1879045-41572,2013-10-25,2013-10-25,Same Day,36.34,Medium
29824,IN-2012-CR12625102-41086,2012-06-26,2012-06-28,First Class,36.33,High
14637,ES-2015-AF1087045-42168,2015-06-13,2015-06-15,First Class,36.32,Critical
21564,IN-2013-JJ157607-41593,2013-11-15,2013-11-20,Standard Class,36.32,High
2881,MX-2015-MB1808582-42272,2015-09-25,2015-09-30,Standard Class,36.313,Medium
7488,MX-2012-JH1598551-41227,2012-11-14,2012-11-20,Standard Class,36.311,Low
27938,IN-2012-FW1439511-41196,2012-10-14,2012-10-19,Standard Class,36.31,Medium
16244,IT-2013-RC1996048-41599,2013-11-21,2013-11-25,Standard Class,36.31,High
2279,US-2012-CL1189082-41248,2012-12-05,2012-12-10,Second Class,36.308,Medium
40578,US-2015-CB12025140-42259,2015-09-12,2015-09-16,Standard Class,8.02,High
29820,IN-2014-NG184307-41816,2014-06-26,2014-06-28,First Class,36.3,High
41109,CA-2014-CB12025140-41971,2014-11-28,2014-12-01,First Class,4.52,Medium
27985,IN-2014-SH2063527-41879,2014-08-28,2014-09-04,Standard Class,36.3,Low
5794,MX-2012-AG1030093-40927,2012-01-19,2012-01-24,Standard Class,36.292,Medium
26328,ID-2013-SE2011059-41595,2013-11-17,2013-11-23,Standard Class,36.29,Medium
43276,TU-2014-NH8610134-41879,2014-08-28,2014-09-01,Standard Class,36.28,Medium
35448,CA-2015-CB12025140-42255,2015-09-08,2015-09-12,Standard Class,4.51,High
39354,CA-2013-CB12025140-41514,2013-08-28,2013-09-04,Standard Class,3.44,Medium
44384,IR-2013-KB624060-41556,2013-10-09,2013-10-13,Standard Class,36.27,Medium
49870,RO-2014-LA6780107-41954,2014-11-11,2014-11-14,First Class,36.27,Critical
44160,CG-2015-MH744033-42218,2015-08-02,2015-08-08,Standard Class,36.27,Low
23635,IN-2014-RW1969027-41763,2014-05-04,2014-05-06,First Class,36.27,High
3345,MX-2014-NS1850531-41804,2014-06-14,2014-06-17,First Class,36.269,Medium
14574,ES-2015-GH1466548-42173,2015-06-18,2015-06-23,Standard Class,36.26,Medium
17614,ES-2015-MZ17515124-42326,2015-11-18,2015-11-20,Second Class,36.26,High
15732,ES-2015-ZD2192545-42368,2015-12-30,2016-01-04,Standard Class,36.25,Medium
28276,IN-2012-AH105851-41243,2012-11-30,2012-12-03,First Class,36.24,Critical
41108,CA-2014-CB12025140-41971,2014-11-28,2014-12-01,First Class,2.74,Medium
17650,ES-2013-SF2096548-41335,2013-03-02,2013-03-04,Second Class,36.23,Medium
12480,ES-2015-AS1022545-42357,2015-12-19,2015-12-23,Standard Class,36.22,Medium
36566,CA-2015-CB12025140-42259,2015-09-12,2015-09-12,Same Day,2.42,High
23960,IN-2012-BF1097527-41128,2012-08-07,2012-08-07,Same Day,36.21,Medium
25362,ID-2012-MC181007-41036,2012-05-07,2012-05-09,Second Class,36.21,High
784,US-2015-RK1930036-42284,2015-10-07,2015-10-12,Standard Class,36.203,Medium
19440,ES-2013-AG1030064-41591,2013-11-13,2013-11-17,Standard Class,36.2,Medium
37864,CA-2015-CB12025140-42041,2015-02-06,2015-02-09,Second Class,1.78,Medium
13469,ES-2013-AJ10780139-41590,2013-11-12,2013-11-19,Standard Class,36.2,Medium
27595,IN-2015-TC214757-42306,2015-10-29,2015-11-01,First Class,36.2,High
50880,IZ-2015-CS225061-42367,2015-12-29,2016-01-02,Standard Class,36.19,Medium
13918,ES-2014-KH16330139-41933,2014-10-21,2014-10-24,First Class,36.19,High
12858,ES-2015-MC1757545-42171,2015-06-16,2015-06-16,Same Day,36.19,High
27614,IN-2015-VM216857-42306,2015-10-29,2015-10-31,Second Class,36.19,Medium
18521,ES-2014-AJ1096045-41957,2014-11-14,2014-11-17,First Class,36.18,High
28857,IN-2015-DW1319558-42236,2015-08-20,2015-08-22,First Class,36.17,High
16115,ES-2012-MC18130139-41060,2012-05-31,2012-06-03,Second Class,36.17,Medium
16633,ES-2012-TG213108-41125,2012-08-04,2012-08-08,Standard Class,36.16,High
21926,IN-2015-CR1282058-42294,2015-10-17,2015-10-21,Standard Class,36.15,High
25631,ID-2014-BM111407-41902,2014-09-20,2014-09-25,Standard Class,36.14,Medium
50565,RO-2015-SJ10215107-42313,2015-11-05,2015-11-09,Standard Class,36.14,High
41447,TU-2015-DV3045134-42336,2015-11-28,2015-11-28,Same Day,36.13,Medium
31492,CA-2012-CB12025140-40988,2012-03-20,2012-03-24,Standard Class,1.73,High
31493,CA-2012-CB12025140-40988,2012-03-20,2012-03-24,Standard Class,1.58,High
37319,CA-2012-CB12025140-41229,2012-11-16,2012-11-20,Standard Class,1.44,Medium
9635,US-2013-BF1117082-41370,2013-04-06,2013-04-09,Second Class,36.113,Medium
26715,IN-2014-GZ1454558-41733,2014-04-04,2014-04-10,Standard Class,36.1,Medium
35450,CA-2015-CB12025140-42255,2015-09-08,2015-09-12,Standard Class,1.38,High
14539,ES-2015-TH21550139-42294,2015-10-17,2015-10-19,First Class,36.09,High
23324,IN-2013-CA12265113-41510,2013-08-24,2013-08-28,Standard Class,36.08,Medium
16741,ES-2014-DR1288045-41907,2014-09-25,2014-09-30,Standard Class,36.08,High
39355,CA-2013-CB12025140-41514,2013-08-28,2013-09-04,Standard Class,1.33,Medium
14112,IT-2015-VG2180591-42365,2015-12-27,2015-12-31,Standard Class,36.08,Medium
952,MX-2014-AH1012082-41703,2014-03-05,2014-03-11,Standard Class,36.078,Medium
50971,GH-2015-KT648049-42222,2015-08-06,2015-08-13,Standard Class,36.07,Medium
50290,MO-2013-EB417086-41585,2013-11-07,2013-11-11,Second Class,36.06,High
35449,CA-2015-CB12025140-42255,2015-09-08,2015-09-12,Standard Class,1.28,High
50798,IV-2014-RP939029-41692,2014-02-22,2014-02-28,Standard Class,36.06,Medium
29193,ID-2015-JE1561097-42193,2015-07-08,2015-07-13,Standard Class,36.05,Medium
39356,CA-2013-CB12025140-41514,2013-08-28,2013-09-04,Standard Class,1.27,Medium
17883,ES-2015-AR1082545-42159,2015-06-04,2015-06-08,Standard Class,36.04,High
49808,CG-2012-LC693033-41217,2012-11-04,2012-11-05,First Class,36.03,Medium
26604,IN-2014-RD197207-41999,2014-12-26,2014-12-30,Standard Class,36.03,Medium
48192,RO-2012-SF10065107-40970,2012-03-02,2012-03-08,Standard Class,36.03,Medium
819,US-2013-TT21265143-41636,2013-12-28,2014-01-02,Standard Class,36.021,Medium
13702,ES-2013-PF1916545-41630,2013-12-22,2013-12-28,Standard Class,36.02,Medium
10554,IT-2014-KC1667548-41882,2014-08-31,2014-09-03,First Class,36.01,Critical
7534,MX-2012-BE1141082-41235,2012-11-22,2012-11-23,First Class,36.001,High
22457,ID-2015-TC21145102-42358,2015-12-20,2015-12-24,Standard Class,35.99,High
23311,ID-2015-CR1262559-42053,2015-02-18,2015-02-21,First Class,35.98,Medium
41448,IR-2014-ES402060-41836,2014-07-16,2014-07-18,Second Class,35.98,High
28139,IN-2014-LE1681058-41898,2014-09-16,2014-09-18,Second Class,35.98,Critical
11999,ES-2012-RP1985548-40920,2012-01-12,2012-01-19,Standard Class,35.98,Medium
7085,MX-2012-PG1889551-40974,2012-03-06,2012-03-10,Standard Class,35.977,Medium
17356,IT-2015-AB10015139-42042,2015-02-07,2015-02-12,Second Class,35.97,High
45589,TU-2013-CS1845134-41284,2013-01-10,2013-01-12,Second Class,35.97,Critical
31959,CA-2013-CB12025140-41510,2013-08-24,2013-08-28,Standard Class,1.18,Medium
41111,CA-2014-CB12025140-41971,2014-11-28,2014-12-01,First Class,1.14,Medium
13490,ES-2014-CY1274564-41726,2014-03-28,2014-03-30,Second Class,35.96,High
32233,CA-2014-CG12040140-41811,2014-06-21,2014-06-25,Standard Class,48.02,High
22392,IN-2013-RD1993027-41474,2013-07-19,2013-07-24,Standard Class,35.96,Medium
19263,ES-2015-JK1532545-42179,2015-06-24,2015-06-26,Second Class,35.95,Critical
45600,EG-2014-NP867038-41818,2014-06-28,2014-07-02,Standard Class,35.94,Medium
23632,IN-2014-RW1969027-41763,2014-05-04,2014-05-06,First Class,35.94,High
21994,IN-2013-TT2107058-41551,2013-10-04,2013-10-09,Standard Class,35.94,High
18738,ES-2015-DK13225139-42279,2015-10-02,2015-10-07,Standard Class,35.93,Medium
17410,ES-2014-GD1459064-41725,2014-03-27,2014-03-31,Second Class,35.91,Medium
21373,IN-2012-MJ1774027-41187,2012-10-05,2012-10-09,Second Class,35.91,Medium
11990,IT-2014-AM10705125-41892,2014-09-10,2014-09-15,Second Class,35.9,Medium
9479,MX-2012-TP2141531-40948,2012-02-09,2012-02-11,Second Class,35.895,High
44283,TU-2015-MS7830134-42365,2015-12-27,2015-12-29,First Class,35.88,High
41976,IR-2014-SM1095060-41746,2014-04-17,2014-04-22,Standard Class,35.88,High
24658,ID-2014-DF131357-41903,2014-09-21,2014-09-26,Standard Class,35.87,Medium
37583,CA-2014-CG12040140-41937,2014-10-25,2014-11-01,Standard Class,28.22,Low
7320,US-2012-PB1915055-41157,2012-09-05,2012-09-10,Standard Class,35.863,High
43748,HR-2015-BD172530-42216,2015-07-31,2015-08-01,First Class,35.86,High
28606,IN-2013-LS1720058-41286,2013-01-12,2013-01-15,First Class,35.86,High
11080,ES-2013-CD1192045-41609,2013-12-01,2013-12-07,Standard Class,35.85,Medium
33502,CA-2014-CG12040140-41893,2014-09-11,2014-09-13,Second Class,9.67,Critical
25867,IN-2015-CS1217558-42309,2015-11-01,2015-11-03,Second Class,35.84,Critical
23483,ID-2012-SC2026097-41164,2012-09-12,2012-09-16,Second Class,35.84,High
2597,US-2015-HR1477098-42270,2015-09-23,2015-09-27,Standard Class,35.84,High
